word,synonyms
arrobar,"['embrujar', 'cautivar', 'fascinar', 'maravillar', 'seducir', 'extasiar']"
arrobo,"['embelesamiento', 'embeleso', 'enajenación', 'pasmo']"
arrodillamiento,"['genuflexión', 'reverencia', 'saludo', 'prosternación']"
arrodillarse,"['postrarse', 'ponerse de rodillas', 'ponerse de hinojos']"
arrogancia,"['valentona', 'valentonada', 'fanfarronada', 'bravuconada', 'baladronada', 'hombrada', 'machada']"
arrogante,"['ufano', 'presuntuoso', 'engreído', 'orgulloso', 'presumido', 'soberbio']"
arrogarse,"['usurpar', 'detentar', 'atribuirse', 'apropiarse']"
arrojado,"['ñeque', 'valiente', 'valeroso', 'osado']"
arrojador,"['lanzador', 'tirador', 'atleta']"
arrojar,"['eyectar', 'expeler', 'lanzar']"
arrojar luz,"['elucidar', 'explicar', 'aclarar', 'dilucidar', 'clarificar', 'esclarecer', 'desembrollar', 'iluminar']"
arrojarse,"['abalanzarse', 'lanzarse', 'echarse', 'tirarse', 'precipitarse', 'arremeter', 'embestir', 'atacar', 'acometer']"
arrojo,"['narices', 'valor', 'ánimo', 'agallas', 'coraje']"
arrolaldor,"['avasallador', 'aplastante', 'subyugador', 'abusiva', 'arbitrario', 'injusto', 'dictatorial']"
arrollador,"['victorioso', 'triunfante', 'triunfador', 'triunfal', 'ganador', 'campeón', 'inviceto']"
arrollar,"['enroscar', 'enrollar']"
arrollarse,"['embancarse', 'embarrancar', 'encallar', 'varar']"
arropar,"['abrigar', 'embozar', 'cubrir', 'tapar', 'arrebujar', 'amparar', 'cobijar', 'rozar', 'acariciar', 'roar ', 'estrujar']"
arrope,"['mosto', 'néctar', 'concentrado', 'extracto', 'jugo', 'zumo']"
arrostrar,"['llevar', 'sufrir', 'soportar', 'aguantar', 'tolerar', 'resistir', 'padecer', 'sobrellevar', 'transigir', 'admitir', 'aceptar', 'resignarse', 'reprimirse']"
arroyada,"['valle', 'cañada', 'cuenca', 'vega', 'ribera', 'huerta']"
arroyo,"['riachuelo', 'regato']"
arruga,"['rugosidad', 'pliegue', 'repliegue', 'doblez', 'dobladura', 'frunce', 'bolsa', 'surco', 'estría']"
arrugado,"['rugoso', 'plegado', 'doblado', 'fruncido', 'arrebujado', 'engurruñado', 'estrujado', 'surcado', 'estriado']"
arrugarse,"['plegar', 'doblar', 'fruncir', 'arrebujar', 'engurruñar', 'estruajr', 'surcar', 'estriar']"
arrugas,"['magarza', 'matricaria', 'expillo']"
arruinado,"['agostado', 'asolado', 'destruído']"
arruinar,"['empobrecer', 'depauperar', 'debilitar', 'disminuir', 'deteriorar']"
arrullar,['zurear']
arrullo,"['nana', 'canto', 'tarareo', 'cántico', 'ama de cría', 'tata', 'niñera', 'nurse', 'nodriza', 'canguro']"
arrumaco,"['jabón', 'lisonja', 'halago', 'zalamería', 'adulación', 'coba', 'carantoña', 'lagotería', 'labia', 'agasajo']"
arrumbar,"['archivar', 'arrinconar', 'detener', 'interrumpir', 'dar carpetazo']"
arsenal,"['cúmulo', 'cantera', 'conjunto']"
arte,"['virtuosismo', 'destreza', 'habilidad']"
artefacto,"['juguete', 'cachivache', 'muñeco', 'chisme', 'trasto', 'cacharro', 'trebejo', 'bártulo', 'mamotreto', 'utensilio', 'chirimbolo']"
artejo,['nudillo']
arteria,"['bulevar', 'avenida', 'paseo', 'ronda', 'vía', 'carrera']"
artero,"['lagarto', 'pícaro', 'taimado', 'zorro', 'astuto', 'cuco', 'hipócrita', 'pillo']"
artesa,"['lavadero', 'tina', 'fregadero', 'baño', 'ducha', 'pilón', 'pila']"
artesano,"['obrero', 'operario', 'trabajador']"
artesón,['casetón']
articulación,"['juntura', 'sutura', 'empalme', 'unión', 'acoplamiento', 'soldadura', 'costura', 'junta', 'ensambladura']"
articular,"['vocalizar', 'pronunciar']"
artificial,"['sintético', 'fabricado', 'industrial', 'químico']"
artificiero,['pirotécnico']
artificio,"['tinglado', 'embrollo', 'enredo', 'añagaza', 'intriga', 'lío', 'maquinación', 'artimaña', 'ardid', 'treta', 'trampa', 'engaño', 'embeleco']"
artificiosidad,"['efectismo', 'espectacularidad', 'sensacionalismo', 'aparatosidad', 'teatralidad', 'afectación']"
artificioso,"['efectista', 'espectacular', 'sensacionalista', 'aparatoso', 'teatral', 'afectado']"
artilugio,"['armatoste', 'trasto', 'cacharro', 'cachivache', 'artefacto', 'tocho', 'muerto']"
artimaña,"['tinglado', 'embrollo', 'enredo', 'añagaza', 'intriga', 'lío', 'maquinación', 'ardid', 'treta', 'trampa', 'artificio', 'engaño', 'embeleco']"
artista,"['artífice', 'creador', 'autor', 'padre']"
artículo,"['gacetilla', 'noticia', 'crónica']"
artículos,"['género', 'mercancías', 'mercaderías', 'productos', 'existencias']"
artífice,"['creador', 'artista', 'autor', 'padre']"
artístico,"['decorativo', 'ornamental', 'estético', 'embellecedor', 'vistoso', 'atractivo']"
aruspicina,"['magia', 'brujería', 'nigromancia', 'ilusionismo', 'ocultismo', 'hechicería', 'encantamiento', 'hechizo', 'sortilegio', 'atractivo', 'encanto', 'embeleso', 'superstición', 'agorería', 'maldición']"
arúspice,['aurúspice']
arveja,"['garrubia', 'algarroba', 'guisante']"
arvejo,"['guisante', 'pésol', 'tirabeque']"
arzobispado,"['archidiócesis', 'miltra']"
arzobispo,"['metropolitano', 'prelado', 'miltrado']"
arzón,"['jáquima', 'cabezada', 'cabezal', 'ronzal', 'rienda', 'quijera', 'frontalera', 'mocha', 'fuste']"
as,"['vedette', 'estrella', 'figura']"
asa,"['agarradero', 'agarrador', 'asidero', 'mango', 'empuñadura']"
asadero,"['tostadero', 'horno', 'sauna', 'chicharrero']"
asador,"['espetón', 'pincho', 'espiche']"
asadura,"['bofe', 'pulmón']"
asaetear,"['acribillar', 'brear', 'freír', 'molestar', 'agobiar', 'mortificar']"
asalariado,"['mercenario', 'jornalero']"
asalariar,"['contratar', 'emplear']"
asalmonado,"['rosado', 'sonrosado']"
asaltante,"['agresor', 'atacante']"
asaltar,"['violentar', 'tergiversar', 'distorsionar', 'deformar']"
asalto,"['golpe', 'ataque', 'rebelión']"
asamblea,"['logia', 'reunión', 'junta', 'sesión', 'masonería']"
asar,"['tostar', 'dorar', 'churruscar', 'torrar']"
asarse,"['cocerse', 'asfixiarse', 'ahogarse']"
asaz,"['bastante', 'congruo', 'suficiente', 'conveniente', 'proporcionado', 'sobrado', 'harto', 'muy']"
ascendencia,"['extracción', 'cuna', 'linaje', 'procedencia']"
ascendente,"['ascendiente', 'empinado', 'pino', 'enhiesto', 'subido', 'erguido', 'recto', 'pindio']"
ascender,"['medrar', 'prosperar', 'acrecentar', 'mejorar', 'progresar']"
ascendiente,"['familiar', 'allegado', 'emparentado', 'deudo', 'descendiente']"
ascendientes,"['prole', 'familia', 'parientes', 'sucesión', 'parentela', 'familiares', 'descendientes', 'progenie', 'dinastía', 'parentesco']"
ascensión,"['escalada', 'ascenso', 'subida']"
ascenso,"['promoción', 'progreso', 'avance', 'encumbramiento', 'mejora', 'medra']"
ascensor,"['elevador', 'montacargas']"
ascesis,"['ascetismo', 'ascética']"
asceta,"['anacoreta', 'ermitaño', 'eremita', 'santón', 'faquir']"
ascetismo,"['ascesis', 'ascética']"
ascética,"['ascesis', 'ascetismo']"
ascético,"['místico', 'religioso', 'espiritual', 'contemplativo', 'piadoso']"
asco,"['náuseas', 'repugnancia', 'repulsión', 'repulsa', 'aversión', 'aborrecimiento']"
ascua,"['candela', 'vela', 'cirio', 'lumbre', 'brasa', 'fuego', 'hoguera', 'llama', 'rescoldo', 'carbón']"
aseado,"['decente', 'limpio', 'curioso']"
asear,"['limpiar', 'lavar', 'escobillar', 'higienizar', 'fregar', 'barrer', 'bañar', 'duchar', 'enjuagar', 'quitar', 'lustrar', 'acicalar', 'rociar', 'escobar', 'cepillar', 'barrisquear ']"
asechanza,"['lazo', 'emboscada', 'trampa', 'celada', 'ardid', 'ratonera', 'red', 'estratagema']"
asediar,"['bloquear', 'sitiar', 'cercar', 'incomunicar', 'aislar', 'cerrar', 'circunvalar', 'encerrar', 'estrechar', 'rodear', 'cortar', 'inmovilizar', 'obstruir', 'obstaculizar', 'impedir']"
asedio,"['bloqueo', 'sitio', 'cerco', 'aislamiento', 'incomunicación', 'interrupción', 'obstrucción', 'corte', 'separación', 'retiro', 'soledad', 'destierro']"
asegura,"['responde', 'argumenta', 'alega', 'avala', 'rebate', 'replica', 'contesta']"
asegurado,"['garantizado', 'resguardado', 'protegido']"
asegurar,"['testificar', 'aseverar', 'atestiguar', 'testimoniar', 'declarar', 'deponer', 'informar', 'publicar']"
asegurarse,"['cerciorarse', 'comprobar']"
asemejar,"['concomitar', 'parecer', 'aproximar', 'concordar', 'coincidir', 'comparar', 'equiparar', 'cotejar', 'asimilar']"
asemejarse,"['parecerse', 'semejar', 'recordar']"
asenso,"['asentimiento', 'aprobación', 'consentimiento', 'acuerdo', 'avenencia', 'unanimidad', 'consonancia', 'armonía', 'concordancia', 'conformidad']"
asentaderas,"['glúteo', 'anca', 'nalga', 'posaderas', 'cacha']"
asentado,"['juicioso', 'reflexivo', 'serio', 'formal', 'prudente', 'sensato', 'razonable', 'maduro', 'sesudo', 'atinado']"
asentador,"['asentista', 'intermediario', 'contratista', 'tratante']"
asentamiento,"['consolidación', 'cimentación', 'arraigo', 'establecimiento', 'instalación', 'emplazamiento', 'plaza']"
asentar,"['levantar', 'erigir', 'construir', 'edificar', 'fabricar', 'establecer', 'fundar', 'instituir']"
asentarse,"['consistir', 'estribar', 'basarse', 'fundamentarse', 'residir', 'radicar', 'reposar', 'descansar', 'apoyarse', 'reclinar']"
asentimiento,"['beneplácito', 'aprobación', 'aceptación', 'autorización', 'consentimiento', 'permiso', 'aquiescencia', 'venia']"
asentir,"['facultar', 'licenciar', 'autorizar', 'otorgar', 'permitir', 'aprobar']"
asentista,"['asentador', 'intermediario', 'contratista', 'tratante']"
aseo,"['úrico', 'urinario', 'servicios', 'excusado', 'mingitorio', 'meadero']"
asepsia,"['esterilización', 'desinfección']"
asequible,"['exotérico', 'accesible', 'comprensible', 'evidente']"
aserción,"['afirmación', 'aserto', 'aseveración', 'confirmación', 'ratificación']"
aserradero,"['serrería', 'carpintería']"
aserrar,['serrar']
aserrín,['serrín']
aserto,"['aserción', 'afirmación', 'aseveración', 'confirmación', 'ratificación']"
asesinar,"['ultimar', 'matar', 'apiolar']"
asesinato,"['muerte', 'homicidio', 'crimen']"
asesino,"['perjudicial', 'dañino', 'nocivo', 'adverso', 'desfavorable', 'enemigo', 'maligno', 'perverso', 'diabólico']"
asesor,"['guía', 'maestro', 'consejero', 'preceptor', 'mentor', 'tutor', 'gurú']"
asesorado,"['aconsejado', 'advertido', 'avisado', 'recomendado', 'sensato', 'prudente', 'juicioso']"
asesorar,"['recomendar', 'aconsejar', 'sugerir', 'guiar', 'avisar', 'advertir', 'moralizar', 'exhortar']"
asesoría,"['consultoría', 'consultorio', 'información']"
asestar,"['endiñar', 'atizar', 'sacudir', 'cascar']"
aseveración,"['aserción', 'afirmación', 'aserto', 'confirmación', 'ratificación']"
aseverar,"['testificar', 'asegurar', 'atestiguar', 'testimoniar', 'declarar', 'deponer', 'informar', 'publicar']"
aseverativo,"['afirmativo', 'enunciativo', 'declarativo']"
asexuado,['asexual']
asexual,['asexuado']
aséptico,"['neutral', 'frío', 'indiferente', 'ecuánime', 'imparcial', 'objetivo', 'equitativo', 'neutro', 'indefinido', 'impreciso', 'indeterminado']"
asfaltado,"['macadán', 'firme', 'macadam', 'apisonado']"
asfalto,"['piso', 'suelo', 'pavimento', 'tierra', 'firme', 'adoquinado', 'calle', 'carretera', 'vía']"
asfixia,"['acaloramiento', 'ardor', 'encendimiento', 'calor', 'sofoco', 'pasión', 'enardecimiento', 'rubor', 'exaltación', 'bochorno', 'entusiasmo', 'calina', 'agobio', 'calorina', 'ahogo', 'calima', 'sofocación', 'disnea']"
asfixiado,"['ahogado', 'estrangulado']"
asfixiante,"['bochornoso', 'sofocante', 'agobiante', 'caluroso', 'tórrido', 'ardoroso']"
asfixiar,"['sofocar', 'angustiar', 'oprimir', 'agobiar']"
asfixiarse,"['fatigar', 'fatigarse', 'ahogarse', 'sofocarse', 'jadear', 'desfallecer']"
asiático,['oriental']
asidero,"['excusa', 'pretexto', 'disculpa', 'justificación', 'evasivo']"
asideros,"['agarraderas', 'aldabas', 'influencias', 'recomendación', 'enchufe']"
asido,"['enganchado', 'aprehendido', 'agarrado', 'aferrado']"
asiduamente,['habitualmente']
asiduo,"['frecuente', 'habitual', 'acostumbrado', 'continuo', 'constante', 'perseverante']"
asiento,"['luneta', 'butaca', 'sillón', 'silla', 'dormilona', 'poltrona', 'mecedora']"
asignación,"['jornal', 'sueldo', 'salario', 'paga', 'emolumentos', 'retribución', 'estipendio', 'honorarios']"
asignar,"['obsequiar', 'agasajar', 'conceder', 'dar', 'donar', 'ofrendar', 'regalar', 'entregar', 'otorgar', 'atribuir', 'ceder', 'traspasar', 'facilitar', 'propinar', 'proporcionar', 'aportar', 'suministrar', 'proveer', 'conferir', 'surtir', 'legar', 'subvencionar', 'gratificar']"
asignatura,"['lección', 'disertación', 'clase', 'conferencia', 'materia', 'disciplina', 'catequesis', 'aleccionamiento', 'enseñanza', 'ciencia']"
asilado,"['acogido', 'refugiado', 'hospiciano', 'internado']"
asilar,"['admitir', 'acoger', 'recibir', 'aceptar', 'albergar', 'cobijar', 'guarecer', 'alojar', 'hospedar', 'aposentar', 'amparar', 'instalar']"
asilo,"['hospicio', 'orfanato', 'orfelinato', 'inclusa']"
asilvestrar,"['achabacanar', 'vulgarizar', 'embrutecer', 'adocenar']"
asimetría,"['desigualdad', 'desproporcionalidad', 'irregularidad']"
asimétrico,"['desigual', 'desproporcionado', 'irregular']"
asimilación,"['metabolismo', 'transformación']"
asimilar,"['saber', 'conocer', 'enterarse', 'entender', 'aprender', 'memorizar', 'retener']"
asimismo,"['también', 'todavía', 'igualmente', 'incluso', 'aún', 'además']"
asir,"['aferrar', 'coger', 'agarrar', 'atenazar', 'sujetar', 'amarrar', 'asegurar', 'afianzar', 'aprehender', 'aprisionar', 'empuñar']"
asirse,"['aferrrase', 'anclarse', 'agarrarse', 'mantenerse']"
asistencia,"['subvención', 'subsidio', 'donación']"
asistenta,"['sirvienta', 'criada', 'doméstica', 'chica', 'chacha', 'señora de la limpieza']"
asistente,"['oyente', 'escucha', 'espectador']"
asistir,"['llegar', 'entrar', 'venir', 'presentarse', 'arribar', 'aparecer']"
así,['ojalá']
así sea,['amén']
asma,"['fatiga', 'ahogo', 'sofocación', 'sofoco']"
asno,"['montura', 'cabalgadura', 'caballería', 'caballo', 'yegua', 'mula', 'bestia', 'cuadrúpedo', 'jaca', 'jaco', 'mulo', 'potro', 'rocinante', 'trotón', 'corcel', 'jamelgo', 'penco', 'rocín', 'matalón', 'bayo', 'ruano', 'percherón', 'petiso']"
asociación,"['liceo', 'sociedad', 'ateneo', 'círculo', 'casino', 'centro']"
asociado,"['aliado', 'unido', 'coligado', 'confederado', 'partidario', 'amigo', 'socio']"
asociar,"['federar', 'aliar', 'agrupar', 'coligar', 'federalizar ', 'mancomunar', 'unir', 'sindicar']"
asociarse,"['ligar', 'confederarse', 'aliarse', 'agruparse']"
asolado,"['agostado', 'arruinado', 'destruído']"
asolar,"['liquidar', 'anular', 'exterminar', 'eliminar', 'matar', 'aniquilar', 'erradicar', 'destruir', 'devastar', 'extinguir']"
asolearse,"['broncearse', 'tostarse', 'quemarse', 'dorarse']"
asomar,"['empezar', 'nacer', 'originarse', 'aparecer', 'despuntar']"
asombrado,"['estático', 'paralizado', 'pasmado', 'suspenso', 'arrobado', 'petrificado']"
asombrar,"['extrañar', 'sorprender', 'maravillar', 'pasmar', 'desconcertar']"
asombrarse,"['espantarse', 'pasmarse']"
asombro,"['milagro', 'prodigio', 'portento', 'fenómeno', 'maravilla']"
asombroso,"['escalofriante', 'espeluznante', 'estremecedor', 'sobrecogedor', 'aterrador', 'horrible', 'horripilante', 'terrible', 'pavoroso', 'espantoso', 'impresionante', 'sorprendente', 'emocionante', 'inquietante']"
asomo,"['amago', 'conato', 'señal', 'indicio', 'síntoma', 'muestra', 'signo', 'manifestación', 'vislumbre', 'ribete']"
asonada,"['levantamiento', 'alzamiento', 'rebelión', 'algarada', 'pronunciamiento', 'sedición', 'motín', 'sublevación']"
asorocharse,"['ruborizarse', 'azararse', 'avergonzarse']"
aspa,"['cruz', 'equis']"
aspaventero,"['gestero', 'gesticulador', 'gesticulante']"
aspaviento,"['gesto', 'ademán', 'mueca', 'visaje', 'seña']"
aspecto,"['vitola', 'faja', 'facha', 'pinta', 'presencia']"
aspereza,"['breña', 'escabrosidad', 'fragosidad', 'quebradura', 'abruptuosidad ']"
asperger,"['asperjar', 'rociar', 'salpicar']"
asperjar,"['asperger', 'rociar', 'salpicar']"
aspersión,"['bateo', 'bautismo', 'bautizo', 'sacramento']"
aspillera,"['buhedera', 'tronera', 'saetera', 'agujero', 'barbacana']"
aspiración,"['ambición', 'anhelo', 'ansia', 'avidez', 'codicia', 'deseo', 'pretensión', 'afán', 'apetencia']"
aspirante,"['candidato', 'pretendiente', 'solicitante']"
aspirar,"['seleccionar', 'elegir', 'escoger', 'optar', 'preferir', 'decidir', 'separar', 'decantarse', 'inclinarse', 'pretender']"
asquear,"['repugnar', 'repeler', 'aborrecer', 'desagradar', 'odiar', 'disgustar', 'fastidiar', 'hastiar', 'hartar']"
asquerosidad,"['bafea', 'desecho', 'porquería', 'bascosidad', 'desperdicio', 'suciedad', 'inmundicia', 'despojo', 'cochambre']"
asqueroso,"['vomitivo', 'repugnante', 'nauseabundo', 'repulsivo', 'inmundo']"
asta,"['lanza', 'venablo', 'pica', 'alabarda', 'aguijada', 'bichero', 'garrocha', 'rejón', 'lanceta', 'vara', 'gancho', 'cloque', 'puya']"
astado,"['toro', 'cornúpeta']"
astenia,"['debilidad', 'decaimiento', 'flojedad', 'flojera', 'lasitud', 'cansancio']"
asteroide,"['bólido', 'aerolito', 'meteorito', 'piedra', 'uranolito']"
astil,['mango']
astilla,"['raspa', 'espina', 'pincho']"
astillas,"['leña', 'tronco', 'madera', 'leño', 'palos', 'tarugos', 'tuero', 'chasca']"
astillero,"['arsenal', 'atarazana']"
astral,"['galáctico', 'astronómico', 'espacial', 'cósmico', 'sideral', 'esteral']"
astrágalo,['taba']
astringir,"['estreñir', 'constipar']"
astro,"['lucero', 'estrella', 'cuerpo celeste']"
astronauta,['cosmonauta']
astronave,"['cosmonave', 'cohete', 'nave espacial']"
astronómico,"['galáctico', 'espacial', 'cósmico', 'sideral', 'astral', 'esteral']"
astroso,"['galopín', 'sucio', 'zarrapastroso', 'andrajoso', 'desaseado', 'harapiento', 'roto']"
astrólogo,"['adivino', 'arúspice', 'pronosticador']"
astucia,"['zorrería', 'sagacidad', 'picardía', 'perspicacia']"
astuto,"['zamacuco', 'ladino', 'taimado', 'mojigato', 'zorro', 'cuco']"
asueto,"['vacación', 'descanso', 'ocio', 'holganza', 'permiso']"
asumir,"['admitir', 'aceptar', 'contraer', 'encargarse', 'responsabilizarse', 'hacerse cargo']"
asunción,"['admisión', 'aceptación', 'responsabilidad']"
asunto,"['lío', 'flirteo', 'amorío', 'aventura', 'apaño', 'affaire', 'negocio']"
asustadizo,"['medroso', 'cobarde', 'apocado', 'achantado', 'pusilánime', 'miedoso']"
asustar,"['alarmar', 'atemorizar', 'inquietar', 'intranquilizar', 'preocupar', 'sobresaltar', 'alborotar']"
atabal,"['bombo', 'tambor', 'timbal', 'caja', 'tamboril']"
atacante,"['agresor', 'asaltante']"
atacar,"['aquejar', 'afectar', 'afligir', 'padecer', 'sufrir']"
ataderas,"['liga', 'lazo', 'cinta', 'jarretera', 'faja', 'venda']"
atadijo,"['atado', 'lío', 'paquete', 'envoltorio']"
atado,"['fajo', 'manojo', 'puñado', 'haz']"
atadura,"['yugo', 'carga', 'peso', 'prisión', 'opresión']"
ataharre,"['baticola', 'grupera']"
atajar,"['interrumpir', 'detener', 'parar', 'contener', 'impedir', 'frenar']"
atajo,"['trocha', 'senda']"
atalaya,"['vigía', 'centinela', 'vigilante', 'observador', 'torrero']"
atañer,"['obligar', 'afectar', 'vincular']"
ataque,['ofensiva']
atar,"['maniatar', 'encadenar', 'esposar', 'sujetar', 'inmovilizar']"
atarazana,"['arsenal', 'astillero']"
atardecer,"['anochecer', 'oscurecer']"
atareado,"['enfaenado', 'ocupado', 'enfrascado', 'afanoso', 'ajetreado']"
atarear,"['ajetrearse', 'afanarse', 'agobiar', 'bregar', 'trabajar', 'deslomarse']"
atarearse,"['azacanarse', 'bregar', 'trabajar', 'afanarse', 'laborar', 'trajinar', 'ajetrearse', 'esforzarse', 'matarse', 'aperrearse']"
atarugada,"['bambarria', 'tolete', 'tonto', 'bambarrión ', 'atontado', 'atortolado', 'bamba']"
atascamiento,"['atasco', 'obstrucción', 'obturación', 'bloqueo']"
atascar,"['opilar', 'obstruir', 'obliterar', 'obturar', 'ocluir']"
